tag l96cb Niter 1000000
1 1.2137463814974774
2 0.9798299941638261
3 0.8207434938499156
4 0.6925731720007097
5 0.5800485177316501
6 0.47235535102234094
7 0.37243711910376076
8 0.27253014950598997
9 0.17968549571909953
10 0.08816930980898152
11 0.006174294835328128
12 -0.010045832167466049
13 -0.09514009098620574
14 -0.19219983500416363
15 -0.28219981921613624
16 -0.3840036662212091
17 -0.4821635309447065
18 -0.5819032455291682
19 -0.6801212686548292
20 -0.7756931419950893
21 -0.8744128542145619
22 -0.9679443438243325
23 -1.0596132491285621
24 -1.1533108579071651
25 -1.242499247697236
26 -1.3406720781722405
27 -1.437472761851662
28 -1.5392003423932215
29 -1.6474770184422718
30 -1.7641552734941541
31 -1.9021417578725388
32 -2.06657568249304
33 -2.283480128108317
34 -2.6592120995660427
35 -3.3760228405654145
36 -4.036960557366352
37 -4.311298071504879
38 -4.487794685852915
39 -4.63054075681788
40 -4.744011753446921
